33	0.00000000
32	0.00000000
31	0.00000000
30	0.00000000
29	0.00000001
28	0.00000006
27	0.00000027
26	0.00000103
25	0.00000334
24	0.00000928
23	0.00002228
22	0.00004658
21	0.00008540
20	0.00013798
19	0.00019721
18	0.00025015
17	0.00028263
16	0.00028630
15	0.00026444
14	0.00023267
13	0.00021387
12	0.00022902
11	0.00028765
10	0.00038279
9	0.00049627
8	0.00061695
7	0.00076381
6	0.00099766
5	0.00142572
4	0.00227433
3	0.00431687
2	0.01210449


