23	0.00000000
22	0.00000001
21	0.00000015
20	0.00000107
19	0.00000533
18	0.00002026
17	0.00006078
16	0.00014765
15	0.00029551
14	0.00049362
13	0.00069578
12	0.00083920
11	0.00089081
10	0.00088765
9	0.00093048
8	0.00112405
7	0.00151489
6	0.00211155
5	0.00303144
4	0.00477087
3	0.00902635
2	0.02533019


